job_title,company_name,company_location,Job_link,post_date
Digital Data Scientist - Las Condes,Progestion Chile,"Las Condes, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/digital-data-scientist-las-condes-at-progestion-chile-3490988894?refId=%2FhZV5ChMgdPTCLgsRpgVBA%3D%3D&trackingId=H7MlZ4C0fXxZz3CZoFGrrQ%3D%3D&position=20&pageNum=2&trk=public_jobs_jserp-result_search-card,2023-01-30
Ingeniero de I+D,BRASS Chile,"Las Condes, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/ingeniero-de-i%2Bd-at-brass-chile-3531703214?refId=%2FhZV5ChMgdPTCLgsRpgVBA%3D%3D&trackingId=2M5W8wylioV5WuYMwG1mcQ%3D%3D&position=21&pageNum=2&trk=public_jobs_jserp-result_search-card,2023-03-21
Analista de Datos Junior Microstrategy,Apiux Tecnología,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/analista-de-datos-junior-microstrategy-at-apiux-tecnolog%C3%ADa-3461179182?refId=%2FhZV5ChMgdPTCLgsRpgVBA%3D%3D&trackingId=iQ8pjN%2BPucTQjZuSNu131w%3D%3D&position=22&pageNum=2&trk=public_jobs_jserp-result_search-card,2023-04-05
Analista de Datos - Inclusión Laboral,JWD LIMITED,"Las Condes, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/analista-de-datos-inclusio%CC%81n-laboral-at-jwd-limited-3504297817?refId=%2FhZV5ChMgdPTCLgsRpgVBA%3D%3D&trackingId=NAsugn2LECpfunbAX3W%2FeA%3D%3D&position=23&pageNum=2&trk=public_jobs_jserp-result_search-card,2023-02-06
Ingeniero/a de Datos,LATAM Airlines,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/ingeniero-a-de-datos-at-latam-airlines-3566630415?refId=%2FhZV5ChMgdPTCLgsRpgVBA%3D%3D&trackingId=yw7UU91GlA7kDbknh5NbHQ%3D%3D&position=24&pageNum=2&trk=public_jobs_jserp-result_search-card,2023-04-14
Informático TI,A3D Chile,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/inform%C3%A1tico-ti-at-a3d-chile-3537482469?refId=%2FhZV5ChMgdPTCLgsRpgVBA%3D%3D&trackingId=cswyq0FCSw0LHghDTEEgvQ%3D%3D&position=25&pageNum=2&trk=public_jobs_jserp-result_search-card,2023-03-24
Analista de Datos - Inclusión Laboral,JWD LIMITED,"Las Condes, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/analista-de-datos-inclusio%CC%81n-laboral-at-jwd-limited-3504299636?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=x96yNwVI4QfreCJcNVPE2w%3D%3D&position=1&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-02-06
Corporate Analytics,BNP Paribas Cardif,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/corporate-analytics-at-bnp-paribas-cardif-3562848471?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=7CJKmhSNvkKRMtGFw75Q%2Bg%3D%3D&position=2&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-04-14
Machine Learning Operations,Banco Bci,"Las Condes, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/machine-learning-operations-at-banco-bci-3564706410?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=4x9ch%2F5bJoCa93jKEvPaqg%3D%3D&position=3&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-04-11
Data Analytics - Tutor(a),Desafío Latam,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/data-analytics-tutor-a-at-desaf%C3%ADo-latam-3555229141?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=74Gyp6WTy%2FP6zpKYOadiDw%3D%3D&position=4&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-04-05
Data Engineer GCP JR Adv - Ssr,Acid Labs,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/data-engineer-gcp-jr-adv-ssr-at-acid-labs-3556440602?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=v7y%2B9Sv1Knviw718Ho2WLw%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-04-06
Business Analytics,falabella.com,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/business-analytics-at-falabella-com-3548491033?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=u0ldan%2F4TUQKQ64YuDephg%3D%3D&position=6&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-04-03
R&D Automation and Robotic Engineer,Michael Page,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/r-d-automation-and-robotic-engineer-at-michael-page-3513728463?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=wsvcHpBQ%2FApsFGKWsLwrcA%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-03-10
DATA SCIENCE CONSULTANT SANTIAGO DE CHILE,Management Solutions,Área metropolitana de Santiago,https://cl.linkedin.com/jobs/view/data-science-consultant-santiago-de-chile-at-management-solutions-3557701396?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=cDZ72aDpiu53doma1UiPug%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-03-11
Analista Gobierno de datos,KTI Hunter,Área metropolitana de Santiago,https://cl.linkedin.com/jobs/view/analista-gobierno-de-datos-at-kti-hunter-3552188544?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=nwYIKsX0%2FYUwHQCly%2BqIRg%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-04-06
Data engineer GCP Semi-Senior,Acid Labs,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/data-engineer-gcp-semi-senior-at-acid-labs-3567770063?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=4OD3t0WThVOENwk%2FrCHgxQ%3D%3D&position=10&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-04-15
Data Analyst,Falabella Financiero,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/data-analyst-at-falabella-financiero-3563693173?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=FHSAuahy7DGQodjGTr1V9w%3D%3D&position=11&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-04-14
Analista de datos - Experiencia ETL y Python,Kibernum,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/analista-de-datos-experiencia-etl-y-python-at-kibernum-3415040902?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=qQwksxt4TxBIBuBHBPhz2A%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card,2022-12-29
Analista Inteligencia de Negocios,AFP HABITAT,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/analista-inteligencia-de-negocios-at-afp-habitat-3519309270?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=xuwrpXmmbNUwjEUs8oW5wA%3D%3D&position=13&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-03-11
Ingeniero de Datos y Reportabilidad - Para importante compañía del área minera,Alaya,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/ingeniero-de-datos-y-reportabilidad-para-importante-compan%CC%83i%CC%81a-del-a%CC%81rea-minera-at-alaya-3495620362?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=1PwMYZSQ4bv40deKnJ2Adw%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-02-02
Analista de gestión de datos - Reemplazo,SCL Consultores,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/analista-de-gesti%C3%B3n-de-datos-reemplazo-at-scl-consultores-3491447504?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=r62H8ozREGGglx0YKLl6jg%3D%3D&position=15&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-02-21
Data Enginner- Providencia,Uno Salud Dental,"Providencia, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/data-enginner-providencia-at-uno-salud-dental-3499002096?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=DRedPZQzRLxAzHrFbcT%2Brg%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-02-04
Data Analytics - Docente,Desafío Latam,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/data-analytics-docente-at-desaf%C3%ADo-latam-3555228237?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=DIX8Ry4pDTr78xNvJzgi%2Bw%3D%3D&position=17&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-04-05
Analista de Datos y Reportabilidad Ambiental,CMPC,Área metropolitana de Santiago,https://cl.linkedin.com/jobs/view/analista-de-datos-y-reportabilidad-ambiental-at-cmpc-3508897584?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=Szdi4Fd6A3P9wrdT6vFpXg%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-03-10
Analista de datos - Comuna Huechuraba (Modalidad Híbrida),MVS Group S.A.,"Huechuraba, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/analista-de-datos-comuna-huechuraba-modalidad-h%C3%ADbrida-at-mvs-group-s-a-3536390694?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=fEVH%2F3jvCDxuxnqX2vAmxg%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-02-28
Informáticos Biomédicos - Reemplazo 2 Semanas,ABENIS,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/inform%C3%A1ticos-biom%C3%A9dicos-reemplazo-2-semanas-at-abenis-3501462270?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=LPrJubgFL3pIwPkhHYehgw%3D%3D&position=20&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-03-01
Analista de Datos de Farmacia,IQVIA,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/analista-de-datos-de-farmacia-at-iqvia-3556861148?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=g4a0V2kAVENBrbv3xFlZaw%3D%3D&position=21&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-04-15
Data Engineer (Híbrido),Kibernum,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/data-engineer-h%C3%ADbrido-at-kibernum-3554071195?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=oFeOsXpzXc%2Br6cWGNPSPlw%3D%3D&position=22&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-04-04
Ingeniero de datos - Remoto,Kibernum,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/ingeniero-de-datos-remoto-at-kibernum-3505910920?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=ZduBlxq8G5%2Fd9uFC4rdKkA%3D%3D&position=23&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-03-04
Data Analyst (Remote) (6125 USD/Mes),Listopro,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/data-analyst-remote-6125-usd-mes-at-listopro-3565038275?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=3BFu9txXshLFtWQTCzMdWg%3D%3D&position=24&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-04-15
Proofreader/Copy Editor,INFUSEmedia,"Gran Santiago, Región Metropolitana de Santiago, Chile",https://cl.linkedin.com/jobs/view/proofreader-copy-editor-at-infusemedia-3562678106?refId=im2tifbXne%2B8cvgfy%2FIqew%3D%3D&trackingId=BcR3T2kDGVeMrIESYyZ%2FSA%3D%3D&position=25&pageNum=3&trk=public_jobs_jserp-result_search-card,2023-03-27
